company,company_website,contact_url,contact_type,email,is_generic,evidence,source
Musikverlag RUNDEL GmbH,https://www.rundel.de,https://www.rundel.de/de/media/media/950,press,u003einfo@rundel.de,True,"\nPlease send an email to \u003ca href=\""/en/kontakt/c-11\""\u003einfo@rundel.de\u003c/a\u003e or call us at \u003ca href=\""tel:004983959426",company_site
Schulz & Schulz Architekten,http://schulz-und-schulz.com/,https://schulz-und-schulz.com/kontakt/,contact,,,contact page discovered (no email found),company_site
Schulz & Schulz Architekten,http://schulz-und-schulz.com/,https://schulz-und-schulz.com/impressum/,press,,,contact page discovered (no email found),company_site
Schulz & Schulz Architekten,http://schulz-und-schulz.com/,https://schulz-und-schulz.com/projekte/polizeirevier-chemnitz-sud/,investor_relations,,,contact page discovered (no email found),company_site
Schulz & Schulz Architekten,http://schulz-und-schulz.com/,https://schulz-und-schulz.com/projekte/innenraum-kirche-st-rochus/,investor_relations,,,contact page discovered (no email found),company_site
Schulz & Schulz Architekten,http://schulz-und-schulz.com/,https://schulz-und-schulz.com/projekte/katholische-propsteikirche-st-trinitatis-leipzig/,investor_relations,,,contact page discovered (no email found),company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/,contact,contactus@keringeyewear.com,True,"r Contact"",{""id"":15094,""label"":15095,""value"":15096},244234,""contactus@keringeyewear.com"",""contactuskeringeyewearcom"",{""id"":15098,""key"":15099,""label",company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/,other,info@cartronic.de,True,"es"":16795},{""id"":16796,""label"":16797,""value"":16798},246493,""info@cartronic.de"",""infocartronicde"",{""id"":15324,""key"":15325,""label"":15326,""t",company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/,other,info@marcolin.com,True,"es"":17246},{""id"":17247,""label"":17248,""value"":17249},244239,""info@marcolin.com"",""infomarcolincom"",{""id"":15210,""key"":15211,""label"":15212,""t",company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/,other,info@julbo.fr,True,", 39400 Longchaumois, France"",{""value"":76},{""value"":18201},""info@julbo.fr"",[],{""id"":157,""key"":158,""label"":159,""type"":76,""values"":1820",company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/impressum/,press,contactus@keringeyewear.com,True,"r Contact"",{""id"":12977,""label"":12978,""value"":12979},244234,""contactus@keringeyewear.com"",""contactuskeringeyewearcom"",{""id"":12981,""key"":12982,""label",company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/impressum/,press,info@cartronic.de,True,"es"":14677},{""id"":14678,""label"":14679,""value"":14680},246493,""info@cartronic.de"",""infocartronicde"",{""id"":13206,""key"":13207,""label"":13208,""t",company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/impressum/,press,info@marcolin.com,True,"es"":15128},{""id"":15129,""label"":15130,""value"":15131},244239,""info@marcolin.com"",""infomarcolincom"",{""id"":13093,""key"":13094,""label"":13095,""t",company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/impressum/,press,info@julbo.fr,True,", 39400 Longchaumois, France"",{""value"":77},{""value"":16083},""info@julbo.fr"",[],{""id"":158,""key"":159,""label"":160,""type"":77,""values"":1608",company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/firmenkunden/,investor_relations,bildschirmarbeitsbrille@fielmann.com,True,"oder schreiben Sie uns gerne eine E-Mail an <a href=""mailto:bildschirmarbeitsbrille@fielmann.com"">bildschirmarbeitsbrille@fielmann.com</a>.</p><hr><!--]--><",company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/firmenkunden/,investor_relations,firmenkunden@fielmann.com,True,"oder schreiben Sie uns gerne eine E-Mail an <a href=""mailto:firmenkunden@fielmann.com"">firmenkunden@fielmann.com</a>.</p><hr><!--]--></div><!--[-",company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/firmenkunden/,investor_relations,contactus@keringeyewear.com,True,"r Contact"",{""id"":13539,""label"":13540,""value"":13541},244234,""contactus@keringeyewear.com"",""contactuskeringeyewearcom"",{""id"":13543,""key"":13544,""label",company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/firmenkunden/,investor_relations,info@cartronic.de,True,"es"":15239},{""id"":15240,""label"":15241,""value"":15242},246493,""info@cartronic.de"",""infocartronicde"",{""id"":13768,""key"":13769,""label"":13770,""t",company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/firmenkunden/,investor_relations,info@marcolin.com,True,"es"":15690},{""id"":15691,""label"":15692,""value"":15693},244239,""info@marcolin.com"",""infomarcolincom"",{""id"":13655,""key"":13656,""label"":13657,""t",company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/firmenkunden/,investor_relations,info@julbo.fr,True,", 39400 Longchaumois, France"",{""value"":77},{""value"":16645},""info@julbo.fr"",[],{""id"":158,""key"":159,""label"":160,""type"":77,""values"":1664",company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/kontaktlinsen/,contact,contactus@keringeyewear.com,True,"r Contact"",{""id"":14428,""label"":14429,""value"":14430},244234,""contactus@keringeyewear.com"",""contactuskeringeyewearcom"",{""id"":14432,""key"":14433,""label",company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/kontaktlinsen/,contact,info@cartronic.de,True,"es"":16129},{""id"":16130,""label"":16131,""value"":16132},246493,""info@cartronic.de"",""infocartronicde"",{""id"":14658,""key"":14659,""label"":14660,""t",company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/kontaktlinsen/,contact,info@marcolin.com,True,"es"":16580},{""id"":16581,""label"":16582,""value"":16583},244239,""info@marcolin.com"",""infomarcolincom"",{""id"":14544,""key"":14545,""label"":14546,""t",company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/kontaktlinsen/,contact,info@julbo.fr,True,", 39400 Longchaumois, France"",{""value"":77},{""value"":17534},""info@julbo.fr"",[],{""id"":158,""key"":159,""label"":160,""type"":77,""values"":1753",company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/kontaktlinsen/,contact,overseas-contact@menicon.co.jp,True,"es"":17952},{""id"":17953,""label"":17954,""value"":17955},252403,""overseas-contact@menicon.co.jp"",""overseascontactmeniconcojp"",{""id"":17957,""key"":17958,""labe",company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/kontaktlinsen/,investor_relations,inquiry.mhbv@menicon.co.jp,True,"Person EU"",{""id"":17984,""label"":17985,""value"":17986},252942,""inquiry.mhbv@menicon.co.jp"",""inquirymhbvmeniconcojp"",{""id"":15575,""key"":11030,""label"":1",company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/kontaktlinsen/,press,authorised.representative@alcon.com,True,"es"":21164},{""id"":21165,""label"":21166,""value"":21167},244221,""authorised.representative@alcon.com"",""authorisedrepresentativealconcom"",{""id"":16984,""key"":16985",company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/kontaktlinsen/tageslinsen/,contact,contactus@keringeyewear.com,True,"r Contact"",{""id"":13600,""label"":13601,""value"":13602},244234,""contactus@keringeyewear.com"",""contactuskeringeyewearcom"",{""id"":13604,""key"":13605,""label",company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/kontaktlinsen/tageslinsen/,contact,info@cartronic.de,True,"es"":15301},{""id"":15302,""label"":15303,""value"":15304},246493,""info@cartronic.de"",""infocartronicde"",{""id"":13830,""key"":13831,""label"":13832,""t",company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/kontaktlinsen/tageslinsen/,contact,info@marcolin.com,True,"es"":15752},{""id"":15753,""label"":15754,""value"":15755},244239,""info@marcolin.com"",""infomarcolincom"",{""id"":13716,""key"":13717,""label"":13718,""t",company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/kontaktlinsen/tageslinsen/,contact,info@julbo.fr,True,", 39400 Longchaumois, France"",{""value"":77},{""value"":16706},""info@julbo.fr"",[],{""id"":158,""key"":159,""label"":160,""type"":77,""values"":1670",company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/kontaktlinsen/tageslinsen/,contact,overseas-contact@menicon.co.jp,True,"es"":17141},{""id"":17142,""label"":17143,""value"":17144},252403,""overseas-contact@menicon.co.jp"",""overseascontactmeniconcojp"",{""id"":13982,""key"":13983,""labe",company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/kontaktlinsen/tageslinsen/,investor_relations,inquiry.mhbv@menicon.co.jp,True,"Person EU"",{""id"":17170,""label"":17171,""value"":17172},252942,""inquiry.mhbv@menicon.co.jp"",""inquirymhbvmeniconcojp"",{""id"":14029,""key"":14030,""label"":1",company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/kontaktlinsen/tageslinsen/,press,authorised.representative@alcon.com,True,"es"":19200},{""id"":19201,""label"":19202,""value"":19203},244221,""authorised.representative@alcon.com"",""authorisedrepresentativealconcom"",{""id"":16899,""key"":11031",company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/kontaktlinsen/wochenlinsen/,contact,contactus@keringeyewear.com,True,"r Contact"",{""id"":13723,""label"":13724,""value"":13725},244234,""contactus@keringeyewear.com"",""contactuskeringeyewearcom"",{""id"":13727,""key"":13728,""label",company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/kontaktlinsen/wochenlinsen/,contact,info@cartronic.de,True,"es"":15424},{""id"":15425,""label"":15426,""value"":15427},246493,""info@cartronic.de"",""infocartronicde"",{""id"":13953,""key"":13954,""label"":13955,""t",company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/kontaktlinsen/wochenlinsen/,contact,info@marcolin.com,True,"es"":15875},{""id"":15876,""label"":15877,""value"":15878},244239,""info@marcolin.com"",""infomarcolincom"",{""id"":13839,""key"":13840,""label"":13841,""t",company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/kontaktlinsen/wochenlinsen/,contact,info@julbo.fr,True,", 39400 Longchaumois, France"",{""value"":77},{""value"":16829},""info@julbo.fr"",[],{""id"":158,""key"":159,""label"":160,""type"":77,""values"":1683",company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/kontaktlinsen/wochenlinsen/,contact,overseas-contact@menicon.co.jp,True,"es"":18334},{""id"":18335,""label"":18336,""value"":18337},252403,""overseas-contact@menicon.co.jp"",""overseascontactmeniconcojp"",{""id"":17087,""key"":17088,""labe",company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/kontaktlinsen/wochenlinsen/,investor_relations,inquiry.mhbv@menicon.co.jp,True,"es"":18374},{""id"":18375,""label"":18376,""value"":18377},252942,""inquiry.mhbv@menicon.co.jp"",""inquirymhbvmeniconcojp"",{""id"":121,""key"":122,""label"":93,""t",company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/kontaktlinsen/monatslinsen/,contact,contactus@keringeyewear.com,True,"r Contact"",{""id"":13549,""label"":13550,""value"":13551},244234,""contactus@keringeyewear.com"",""contactuskeringeyewearcom"",{""id"":13553,""key"":13554,""label",company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/kontaktlinsen/monatslinsen/,contact,info@cartronic.de,True,"es"":15250},{""id"":15251,""label"":15252,""value"":15253},246493,""info@cartronic.de"",""infocartronicde"",{""id"":13779,""key"":13780,""label"":13781,""t",company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/kontaktlinsen/monatslinsen/,contact,info@marcolin.com,True,"es"":15701},{""id"":15702,""label"":15703,""value"":15704},244239,""info@marcolin.com"",""infomarcolincom"",{""id"":13665,""key"":13666,""label"":13667,""t",company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/kontaktlinsen/monatslinsen/,contact,info@julbo.fr,True,", 39400 Longchaumois, France"",{""value"":77},{""value"":16655},""info@julbo.fr"",[],{""id"":158,""key"":159,""label"":160,""type"":77,""values"":1665",company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/kontaktlinsen/monatslinsen/,investor_relations,inquiry.mhbv@menicon.co.jp,True,"Person EU"",{""id"":17014,""label"":17015,""value"":17016},252942,""inquiry.mhbv@menicon.co.jp"",""inquirymhbvmeniconcojp"",{""id"":121,""key"":122,""label"":93,""t",company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/kontaktlinsen/monatslinsen/,contact,overseas-contact@menicon.co.jp,True,"es"":17074},{""id"":17075,""label"":17076,""value"":17077},252403,""overseas-contact@menicon.co.jp"",""overseascontactmeniconcojp"",{""id"":13798,""key"":13799,""labe",company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/kontaktlinsen/monatslinsen/,press,authorised.representative@alcon.com,True,"es"":19264},{""id"":19265,""label"":19266,""value"":19267},244221,""authorised.representative@alcon.com"",""authorisedrepresentativealconcom"",{""id"":16105,""key"":16106",company_site
Fielmann,https://www.fielmann.de/,https://www.fielmann.de/kontaktlinsen/monatslinsen/,contact,info@ar-experts.eu,True,"es"":20738},{""id"":20739,""label"":20740,""value"":20741},244950,""info@ar-experts.eu"",""infoarexpertseu"",{""id"":13867,""key"":13868,""label"":13869,""t",company_site
Concilio,https://www.concilio.com,https://www.concilio.com,contact,contact@concilio.com,True,"v class=""text""> <a href=""mailto:contact@concilio.com"">contact@concilio.com</a><br/> ",company_site
Concilio,https://www.concilio.com,https://www.concilio.com/mentions-legales/,legal,contact@concilio.com,True,e Paris sous le numéro 814 428 298. <strong>Mail :</strong> contact@concilio.com</p> <p><strong>Directeur de la publication :</strong> Georg,company_site
Concilio,https://www.concilio.com,https://www.concilio.com/chirurgie-plastique,investor_relations,contact@concilio.com,True,"v class=""text""> <a href=""mailto:contact@concilio.com"">contact@concilio.com</a><br/> ",company_site
Concilio,https://www.concilio.com,https://www.concilio.com/chirurgie-viscerale,investor_relations,contact@concilio.com,True,"v class=""text""> <a href=""mailto:contact@concilio.com"">contact@concilio.com</a><br/> ",company_site
Concilio,https://www.concilio.com,https://www.concilio.com/teleconsultation-ce-quil-faut-savoir/,investor_relations,contact@concilio.com,True,"v class=""text""> <a href=""mailto:contact@concilio.com"">contact@concilio.com</a><br/> ",company_site
Heckler & Koch,https://hk-usa.com/,https://hk-usa.com/newsroom/,press,,,contact page discovered (no email found),company_site
Heckler & Koch,https://hk-usa.com/,https://hk-usa.com/wp-content/uploads/elementor/google-fonts/css/saira.css?ver=1753813907,investor_relations,,,contact page discovered (no email found),company_site
Heckler & Koch,https://hk-usa.com/,https://hk-usa.com/wp-content/uploads/elementor/google-fonts/css/sairasemicondensed.css?ver=1753813902,investor_relations,,,contact page discovered (no email found),company_site
Q131894787,http://www.deepl.com,http://www.deepl.com,support,support@DeepL.com,True,"ebook, or Apple may not use DeepL Pro. Please contact us at support@DeepL.com for exceptions.\"",\""error_noInternetConnection\"":\""There se",company_site
Q131894787,http://www.deepl.com,http://www.deepl.com/en/contact-us,support,support@DeepL.com,True,"ebook, or Apple may not use DeepL Pro. Please contact us at support@DeepL.com for exceptions.\"",\""error_noInternetConnection\"":\""There se",company_site
Q131894787,http://www.deepl.com,https://www.deepl.com/en/contact-us,support,support@DeepL.com,True,"ebook, or Apple may not use DeepL Pro. Please contact us at support@DeepL.com for exceptions.\"",\""error_noInternetConnection\"":\""There se",company_site
Q131894787,http://www.deepl.com,http://www.deepl.com/en/teams/legal,support,support@DeepL.com,True,"ebook, or Apple may not use DeepL Pro. Please contact us at support@DeepL.com for exceptions.\"",\""error_noInternetConnection\"":\""There se",company_site
Q131894787,http://www.deepl.com,http://www.deepl.com/en/teams/sales,sales_partnership,support@DeepL.com,True,"ebook, or Apple may not use DeepL Pro. Please contact us at support@DeepL.com for exceptions.\"",\""error_noInternetConnection\"":\""There se",company_site
Q131894787,http://www.deepl.com,https://www.deepl.com/en/firefox-extension,investor_relations,support@DeepL.com,True,"ebook, or Apple may not use DeepL Pro. Please contact us at support@DeepL.com for exceptions.\"",\""error_noInternetConnection\"":\""There se",company_site
Q131894787,http://www.deepl.com,http://www.deepl.com/en/teams/localization,support,support@DeepL.com,True,"ebook, or Apple may not use DeepL Pro. Please contact us at support@DeepL.com for exceptions.\"",\""error_noInternetConnection\"":\""There se",company_site
SK Gaming,http://www.sk-gaming.com,https://www.sk-gaming.com/about,other,,,contact page discovered (no email found),company_site
SK Gaming,http://www.sk-gaming.com,https://www.sk-gaming.com/contact,contact,info@sk-gaming.com,True,"9 221 430 640 30</strong><br><strong>Email: <a href=""mailto:info@sk-gaming.com"" rel=""noopener"">info@sk-gaming.com</a></strong></p> <p>&nbs",company_site
SK Gaming,http://www.sk-gaming.com,https://www.sk-gaming.com/teams/nebula,other,,,contact page discovered (no email found),company_site
SK Gaming,http://www.sk-gaming.com,https://www.sk-gaming.com/teams/sk-brawl-stars,other,,,contact page discovered (no email found),company_site
SK Gaming,http://www.sk-gaming.com,https://www.sk-gaming.com/teams/sk-clash-royale,other,,,contact page discovered (no email found),company_site
SK Gaming,http://www.sk-gaming.com,https://www.sk-gaming.com/news/new-valorant-team,other,,,contact page discovered (no email found),company_site
Alesco,http://www.alesco.net,http://www.alesco.net,other,info@alesco.net,True,"423 402-101<br /> <strong>E-Mail:</strong> <a href=""mailto:info@alesco.net"">info@alesco.net</a></p> </article> <div id="""" cla",company_site
Alesco,http://www.alesco.net,http://www.alesco.net/de/kontakt,contact,info@alesco.net,True,"423 402-101<br /> <strong>E-Mail:</strong> <a href=""mailto:info@alesco.net"">info@alesco.net</a></p> </article> <div id="""" cla",company_site
Alesco,http://www.alesco.net,http://www.alesco.net/de/impressum,press,info@alesco.net,True,"(02423) 402-102<br /> E-Mail: mailto:&nbsp;<a href=""mailto:info@alesco.net"">info@alesco.net</a></p> <p>&nbsp;</p> <p><strong>Fir",company_site
Alesco,http://www.alesco.net,http://www.alesco.net/karriere/jobs,careers,info@alesco.net,True,"423 402-101<br /> <strong>E-Mail:</strong> <a href=""mailto:info@alesco.net"">info@alesco.net</a></p> </article> <div id="""" cla",company_site
Alesco,http://www.alesco.net,http://www.alesco.net/de/unternehmen,other,info@alesco.net,True,"423 402-101<br /> <strong>E-Mail:</strong> <a href=""mailto:info@alesco.net"">info@alesco.net</a></p> </article> <div id="""" cla",company_site
Alesco,http://www.alesco.net,http://www.alesco.net/de/aktuelles/details/alesco-dreamteam,other,info@alesco.net,True,"423 402-101<br /> <strong>E-Mail:</strong> <a href=""mailto:info@alesco.net"">info@alesco.net</a></p> </article> <div id="""" cla",company_site
Alesco,http://www.alesco.net,http://www.alesco.net/de/aktuelles/details/aachener-firmenlauf-2025,investor_relations,info@alesco.net,True,"423 402-101<br /> <strong>E-Mail:</strong> <a href=""mailto:info@alesco.net"">info@alesco.net</a></p> </article> <div id="""" cla",company_site
Blohm+Voss,https://nvl.de/en/shipyards-and-docks/blohmvoss,https://nvl.de/en/shipyards-and-docks/blohmvoss,other,info@plastikfreiestadt.org,True,"arnowufer 29<br>18057 Rostock<br>Germany<br><a href=""mailto:info@plastikfreiestadt.org"" target=""_blank"">info@plastikfreiestadt.org</a><br><a href=",company_site
